id,dataset,ts,time,order_type,order_side,price,qty
1715,Ag(T+D)@sg,1522631760000,2018-04-02 09:16:00.000000,LIMIT,ASK,3609.0,10
1716,Ag(T+D)@sg,1522631767500,2018-04-02 09:16:07.500000,LIMIT,ASK,3607.99995,10
1717,Ag(T+D)@sg,1522631772000,2018-04-02 09:16:12.000000,LIMIT,BID,3608.00005,10
1718,Ag(T+D)@sg,1522631785000,2018-04-02 09:16:25.000000,LIMIT,ASK,3608.0,10
1719,Ag(T+D)@sg,1522631795000,2018-04-02 09:16:35.000000,LIMIT,ASK,3608.0,10
1720,Ag(T+D)@sg,1522631805000,2018-04-02 09:16:45.000000,LIMIT,ASK,3608.0,10
1721,Ag(T+D)@sg,1522631815000,2018-04-02 09:16:55.000000,LIMIT,ASK,3608.0,10
1722,Ag(T+D)@sg,1522631825000,2018-04-02 09:17:05.000000,LIMIT,ASK,3608.0,10
1723,Ag(T+D)@sg,1522631835000,2018-04-02 09:17:15.000000,LIMIT,ASK,3608.0,10
1724,Ag(T+D)@sg,1522631845000,2018-04-02 09:17:25.000000,LIMIT,ASK,3607.0,10
1725,Ag(T+D)@sg,1522631855000,2018-04-02 09:17:35.000000,LIMIT,ASK,3607.0,10
1726,Ag(T+D)@sg,1522631865000,2018-04-02 09:17:45.000000,LIMIT,ASK,3607.0,10
1727,Ag(T+D)@sg,1522631875000,2018-04-02 09:17:55.000000,LIMIT,ASK,3607.0,10
1728,Ag(T+D)@sg,1522631885000,2018-04-02 09:18:05.000000,LIMIT,ASK,3607.0,10
1729,Ag(T+D)@sg,1522631895000,2018-04-02 09:18:15.000000,LIMIT,ASK,3607.0,10
1730,Ag(T+D)@sg,1522631905000,2018-04-02 09:18:25.000000,LIMIT,ASK,3607.0,10
1731,Ag(T+D)@sg,1522631915000,2018-04-02 09:18:35.000000,LIMIT,ASK,3607.0,10
1732,Ag(T+D)@sg,1522631925000,2018-04-02 09:18:45.000000,LIMIT,ASK,3607.0,10
1733,Ag(T+D)@sg,1522631935000,2018-04-02 09:18:55.000000,LIMIT,ASK,3607.0,10
1734,Ag(T+D)@sg,1522631945000,2018-04-02 09:19:05.000000,LIMIT,ASK,3607.0,10
1735,Ag(T+D)@sg,1522631955000,2018-04-02 09:19:15.000000,LIMIT,ASK,3608.0,10
1736,Ag(T+D)@sg,1522631965000,2018-04-02 09:19:25.000000,LIMIT,ASK,3608.0,10
1737,Ag(T+D)@sg,1522631975000,2018-04-02 09:19:35.000000,LIMIT,ASK,3608.0,10
1738,Ag(T+D)@sg,1522631985000,2018-04-02 09:19:45.000000,LIMIT,ASK,3608.0,10
1739,Ag(T+D)@sg,1522631995000,2018-04-02 09:19:55.000000,LIMIT,ASK,3608.0,10
1740,Ag(T+D)@sg,1522632005000,2018-04-02 09:20:05.000000,LIMIT,ASK,3608.0,10
1741,Ag(T+D)@sg,1522632015000,2018-04-02 09:20:15.000000,LIMIT,ASK,3608.0,10
1742,Ag(T+D)@sg,1522632025000,2018-04-02 09:20:25.000000,LIMIT,ASK,3608.0,10
1743,Ag(T+D)@sg,1522632035000,2018-04-02 09:20:35.000000,LIMIT,BID,3607.0,10
1744,Ag(T+D)@sg,1522632045000,2018-04-02 09:20:45.000000,LIMIT,BID,3607.0,10
1745,Ag(T+D)@sg,1522632055000,2018-04-02 09:20:55.000000,LIMIT,BID,3607.0,10
1746,Ag(T+D)@sg,1522632065000,2018-04-02 09:21:05.000000,LIMIT,BID,3607.0,10
1747,Ag(T+D)@sg,1522632075000,2018-04-02 09:21:15.000000,LIMIT,BID,3607.0,10
1748,Ag(T+D)@sg,1522632085000,2018-04-02 09:21:25.000000,LIMIT,BID,3607.0,10
1749,Ag(T+D)@sg,1522632095000,2018-04-02 09:21:35.000000,LIMIT,BID,3607.0,10
1750,Ag(T+D)@sg,1522632105000,2018-04-02 09:21:45.000000,LIMIT,BID,3607.0,10
1751,Ag(T+D)@sg,1522632115000,2018-04-02 09:21:55.000000,LIMIT,BID,3607.0,10
1752,Ag(T+D)@sg,1522632125000,2018-04-02 09:22:05.000000,LIMIT,BID,3607.0,10
1753,Ag(T+D)@sg,1522632135000,2018-04-02 09:22:15.000000,LIMIT,ASK,3608.0,10
1754,Ag(T+D)@sg,1522632145000,2018-04-02 09:22:25.000000,LIMIT,ASK,3608.0,10
1755,Ag(T+D)@sg,1522632155000,2018-04-02 09:22:35.000000,LIMIT,ASK,3608.0,10
1756,Ag(T+D)@sg,1522632165000,2018-04-02 09:22:45.000000,LIMIT,ASK,3608.0,10
1757,Ag(T+D)@sg,1522632175000,2018-04-02 09:22:55.000000,LIMIT,ASK,3608.0,10
1758,Ag(T+D)@sg,1522632185000,2018-04-02 09:23:05.000000,LIMIT,ASK,3608.0,10
1759,Ag(T+D)@sg,1522632195000,2018-04-02 09:23:15.000000,LIMIT,ASK,3608.0,10
1760,Ag(T+D)@sg,1522632205000,2018-04-02 09:23:25.000000,LIMIT,ASK,3608.0,10
1761,Ag(T+D)@sg,1522632295000,2018-04-02 09:24:55.000000,LIMIT,ASK,3608.0,10
1762,Ag(T+D)@sg,1522632305000,2018-04-02 09:25:05.000000,LIMIT,ASK,3608.0,10
1763,Ag(T+D)@sg,1522632315000,2018-04-02 09:25:15.000000,LIMIT,ASK,3608.0,10
1764,Ag(T+D)@sg,1522632325000,2018-04-02 09:25:25.000000,LIMIT,ASK,3608.0,10
1765,Ag(T+D)@sg,1522632335000,2018-04-02 09:25:35.000000,LIMIT,ASK,3608.0,10
1766,Ag(T+D)@sg,1522632345000,2018-04-02 09:25:45.000000,LIMIT,ASK,3608.0,10
1767,Ag(T+D)@sg,1522632355000,2018-04-02 09:25:55.000000,LIMIT,ASK,3608.0,10
1768,Ag(T+D)@sg,1522632365000,2018-04-02 09:26:05.000000,LIMIT,ASK,3608.0,10
1769,Ag(T+D)@sg,1522632375000,2018-04-02 09:26:15.000000,LIMIT,ASK,3608.0,10
1770,Ag(T+D)@sg,1522632620000,2018-04-02 09:30:20.000000,LIMIT,BID,3607.0,10
1771,Ag(T+D)@sg,1522632630000,2018-04-02 09:30:30.000000,LIMIT,BID,3608.0,10
1772,Ag(T+D)@sg,1522632638000,2018-04-02 09:30:38.000000,LIMIT,BID,3608.00005,10
1773,Ag(T+D)@sg,1522632645000,2018-04-02 09:30:45.000000,LIMIT,BID,3607.0,10
1774,Ag(T+D)@sg,1522632655000,2018-04-02 09:30:55.000000,LIMIT,BID,3607.0,10
1775,Ag(T+D)@sg,1522632665000,2018-04-02 09:31:05.000000,LIMIT,BID,3607.0,10
1776,Ag(T+D)@sg,1522632675000,2018-04-02 09:31:15.000000,LIMIT,BID,3607.0,10
1777,Ag(T+D)@sg,1522632685000,2018-04-02 09:31:25.000000,LIMIT,BID,3607.0,10
1778,Ag(T+D)@sg,1522632695000,2018-04-02 09:31:35.000000,LIMIT,BID,3607.0,10
1779,Ag(T+D)@sg,1522632705000,2018-04-02 09:31:45.000000,LIMIT,ASK,3608.0,10
1780,Ag(T+D)@sg,1522632715000,2018-04-02 09:31:55.000000,LIMIT,ASK,3608.0,10
1781,Ag(T+D)@sg,1522632725000,2018-04-02 09:32:05.000000,LIMIT,ASK,3608.0,10
1782,Ag(T+D)@sg,1522632735000,2018-04-02 09:32:15.000000,LIMIT,ASK,3608.0,10
1783,Ag(T+D)@sg,1522632745000,2018-04-02 09:32:25.000000,LIMIT,ASK,3608.0,10
1784,Ag(T+D)@sg,1522632755000,2018-04-02 09:32:35.000000,LIMIT,ASK,3608.0,10
1785,Ag(T+D)@sg,1522632765000,2018-04-02 09:32:45.000000,LIMIT,ASK,3608.0,10
1786,Ag(T+D)@sg,1522632775000,2018-04-02 09:32:55.000000,LIMIT,ASK,3608.0,10
1787,Ag(T+D)@sg,1522632785000,2018-04-02 09:33:05.000000,LIMIT,ASK,3609.0,10
1788,Ag(T+D)@sg,1522632795000,2018-04-02 09:33:15.000000,LIMIT,ASK,3609.0,10
1789,Ag(T+D)@sg,1522632804000,2018-04-02 09:33:24.000000,LIMIT,BID,3608.00005,10
1790,Ag(T+D)@sg,1522632810000,2018-04-02 09:33:30.000000,LIMIT,BID,3607.0,10
1791,Ag(T+D)@sg,1522632820000,2018-04-02 09:33:40.000000,LIMIT,BID,3607.0,10
1792,Ag(T+D)@sg,1522632830000,2018-04-02 09:33:50.000000,LIMIT,ASK,3608.0,10
1793,Ag(T+D)@sg,1522632840000,2018-04-02 09:34:00.000000,LIMIT,ASK,3608.0,10
1794,Ag(T+D)@sg,1522632850000,2018-04-02 09:34:10.000000,LIMIT,ASK,3608.0,10
1795,Ag(T+D)@sg,1522632860000,2018-04-02 09:34:20.000000,LIMIT,ASK,3608.0,10
1796,Ag(T+D)@sg,1522632870000,2018-04-02 09:34:30.000000,LIMIT,ASK,3608.0,10
1797,Ag(T+D)@sg,1522632880000,2018-04-02 09:34:40.000000,LIMIT,ASK,3608.0,10
1798,Ag(T+D)@sg,1522632890000,2018-04-02 09:34:50.000000,LIMIT,ASK,3608.0,10
1799,Ag(T+D)@sg,1522632900000,2018-04-02 09:35:00.000000,LIMIT,ASK,3608.0,10
1800,Ag(T+D)@sg,1522632935000,2018-04-02 09:35:35.000000,LIMIT,BID,3607.0,10
1801,Ag(T+D)@sg,1522632945000,2018-04-02 09:35:45.000000,LIMIT,BID,3607.0,10
1802,Ag(T+D)@sg,1522632955000,2018-04-02 09:35:55.000000,LIMIT,BID,3607.0,10
1803,Ag(T+D)@sg,1522632965000,2018-04-02 09:36:05.000000,LIMIT,ASK,3608.0,10
1804,Ag(T+D)@sg,1522632975000,2018-04-02 09:36:15.000000,LIMIT,ASK,3608.0,10
1805,Ag(T+D)@sg,1522632985000,2018-04-02 09:36:25.000000,LIMIT,ASK,3608.0,10
1806,Ag(T+D)@sg,1522632995000,2018-04-02 09:36:35.000000,LIMIT,ASK,3608.0,10
1807,Ag(T+D)@sg,1522633005000,2018-04-02 09:36:45.000000,LIMIT,ASK,3608.0,10
1808,Ag(T+D)@sg,1522633015000,2018-04-02 09:36:55.000000,LIMIT,ASK,3608.0,10
1809,Ag(T+D)@sg,1522633025000,2018-04-02 09:37:05.000000,LIMIT,ASK,3608.0,10
1810,Ag(T+D)@sg,1522633035000,2018-04-02 09:37:15.000000,LIMIT,ASK,3608.0,10
1811,Ag(T+D)@sg,1522633045000,2018-04-02 09:37:25.000000,LIMIT,BID,3607.0,10
1812,Ag(T+D)@sg,1522633055000,2018-04-02 09:37:35.000000,LIMIT,BID,3607.0,10
1813,Ag(T+D)@sg,1522633065000,2018-04-02 09:37:45.000000,LIMIT,BID,3607.0,10
1814,Ag(T+D)@sg,1522633075000,2018-04-02 09:37:55.000000,LIMIT,BID,3607.0,10
1815,Ag(T+D)@sg,1522633110000,2018-04-02 09:38:30.000000,LIMIT,ASK,3608.0,10
1816,Ag(T+D)@sg,1522633120000,2018-04-02 09:38:40.000000,LIMIT,ASK,3608.0,10
1817,Ag(T+D)@sg,1522633130000,2018-04-02 09:38:50.000000,LIMIT,ASK,3608.0,10
1818,Ag(T+D)@sg,1522633140000,2018-04-02 09:39:00.000000,LIMIT,ASK,3608.0,10
1819,Ag(T+D)@sg,1522633150000,2018-04-02 09:39:10.000000,LIMIT,ASK,3608.0,10
1820,Ag(T+D)@sg,1522633160000,2018-04-02 09:39:20.000000,LIMIT,ASK,3608.0,10
1821,Ag(T+D)@sg,1522633170000,2018-04-02 09:39:30.000000,LIMIT,ASK,3608.0,10
1822,Ag(T+D)@sg,1522633180000,2018-04-02 09:39:40.000000,LIMIT,ASK,3608.0,10
1823,Ag(T+D)@sg,1522633190000,2018-04-02 09:39:50.000000,LIMIT,ASK,3608.0,10
1824,Ag(T+D)@sg,1522633200000,2018-04-02 09:40:00.000000,LIMIT,ASK,3608.0,10
1825,Ag(T+D)@sg,1522633210000,2018-04-02 09:40:10.000000,LIMIT,ASK,3607.0,10
1826,Ag(T+D)@sg,1522633220000,2018-04-02 09:40:20.000000,LIMIT,ASK,3607.0,10
1827,Ag(T+D)@sg,1522633230000,2018-04-02 09:40:30.000000,LIMIT,ASK,3607.0,10
1828,Ag(T+D)@sg,1522633240000,2018-04-02 09:40:40.000000,LIMIT,ASK,3607.0,10
1829,Ag(T+D)@sg,1522633250000,2018-04-02 09:40:50.000000,LIMIT,ASK,3607.0,10
1830,Ag(T+D)@sg,1522633260000,2018-04-02 09:41:00.000000,LIMIT,ASK,3607.0,10
1831,Ag(T+D)@sg,1522633270000,2018-04-02 09:41:10.000000,LIMIT,ASK,3607.0,10
1832,Ag(T+D)@sg,1522633280000,2018-04-02 09:41:20.000000,LIMIT,ASK,3607.0,10
1833,Ag(T+D)@sg,1522633290000,2018-04-02 09:41:30.000000,LIMIT,ASK,3606.0,10
1834,Ag(T+D)@sg,1522633300000,2018-04-02 09:41:40.000000,LIMIT,BID,3605.0,10
1835,Ag(T+D)@sg,1522633310000,2018-04-02 09:41:50.000000,LIMIT,BID,3605.0,10
1836,Ag(T+D)@sg,1522633320000,2018-04-02 09:42:00.000000,LIMIT,BID,3605.0,10
1837,Ag(T+D)@sg,1522633330000,2018-04-02 09:42:10.000000,LIMIT,BID,3605.0,10
1838,Ag(T+D)@sg,1522633340000,2018-04-02 09:42:20.000000,LIMIT,BID,3606.0,10
1839,Ag(T+D)@sg,1522633350000,2018-04-02 09:42:30.000000,LIMIT,BID,3606.0,10
1840,Ag(T+D)@sg,1522633395000,2018-04-02 09:43:15.000000,LIMIT,BID,3605.0,10
1841,Ag(T+D)@sg,1522633405000,2018-04-02 09:43:25.000000,LIMIT,ASK,3606.0,10
1842,Ag(T+D)@sg,1522633415000,2018-04-02 09:43:35.000000,LIMIT,ASK,3606.0,10
1843,Ag(T+D)@sg,1522633425000,2018-04-02 09:43:45.000000,LIMIT,ASK,3606.0,10
1844,Ag(T+D)@sg,1522633435000,2018-04-02 09:43:55.000000,LIMIT,ASK,3606.0,10
1845,Ag(T+D)@sg,1522633445000,2018-04-02 09:44:05.000000,LIMIT,ASK,3606.0,10
1846,Ag(T+D)@sg,1522633455000,2018-04-02 09:44:15.000000,LIMIT,ASK,3606.0,10
1847,Ag(T+D)@sg,1522633465000,2018-04-02 09:44:25.000000,LIMIT,ASK,3606.0,10
1848,Ag(T+D)@sg,1522633475000,2018-04-02 09:44:35.000000,LIMIT,ASK,3606.0,10
1849,Ag(T+D)@sg,1522633485000,2018-04-02 09:44:45.000000,LIMIT,ASK,3606.0,10
1850,Ag(T+D)@sg,1522633495000,2018-04-02 09:44:55.000000,LIMIT,ASK,3606.0,10
1851,Ag(T+D)@sg,1522633505000,2018-04-02 09:45:05.000000,LIMIT,ASK,3606.0,10
1852,Ag(T+D)@sg,1522633515000,2018-04-02 09:45:15.000000,LIMIT,ASK,3606.0,10
1853,Ag(T+D)@sg,1522633525000,2018-04-02 09:45:25.000000,LIMIT,ASK,3606.0,10
1854,Ag(T+D)@sg,1522633535000,2018-04-02 09:45:35.000000,LIMIT,ASK,3606.0,10
1855,Ag(T+D)@sg,1522633545000,2018-04-02 09:45:45.000000,LIMIT,ASK,3606.0,10
1856,Ag(T+D)@sg,1522633555000,2018-04-02 09:45:55.000000,LIMIT,ASK,3606.0,10
1857,Ag(T+D)@sg,1522633565000,2018-04-02 09:46:05.000000,LIMIT,ASK,3606.0,10
1858,Ag(T+D)@sg,1522633575000,2018-04-02 09:46:15.000000,LIMIT,ASK,3606.0,10
1859,Ag(T+D)@sg,1522633585000,2018-04-02 09:46:25.000000,LIMIT,ASK,3606.0,10
1860,Ag(T+D)@sg,1522633595000,2018-04-02 09:46:35.000000,LIMIT,ASK,3606.0,10
1861,Ag(T+D)@sg,1522633605000,2018-04-02 09:46:45.000000,LIMIT,ASK,3606.0,10
1862,Ag(T+D)@sg,1522633615000,2018-04-02 09:46:55.000000,LIMIT,ASK,3606.0,10
1863,Ag(T+D)@sg,1522633625000,2018-04-02 09:47:05.000000,LIMIT,ASK,3606.0,10
1864,Ag(T+D)@sg,1522633635000,2018-04-02 09:47:15.000000,LIMIT,ASK,3606.0,10
1865,Ag(T+D)@sg,1522633645000,2018-04-02 09:47:25.000000,LIMIT,ASK,3606.0,10
1866,Ag(T+D)@sg,1522634070000,2018-04-02 09:54:30.000000,LIMIT,BID,3606.0,10
1867,Ag(T+D)@sg,1522634080000,2018-04-02 09:54:40.000000,LIMIT,BID,3606.0,10
1868,Ag(T+D)@sg,1522634090000,2018-04-02 09:54:50.000000,LIMIT,BID,3606.0,10
1869,Ag(T+D)@sg,1522634100000,2018-04-02 09:55:00.000000,LIMIT,BID,3606.0,10
1870,Ag(T+D)@sg,1522634110000,2018-04-02 09:55:10.000000,LIMIT,BID,3606.0,10
1871,Ag(T+D)@sg,1522634120000,2018-04-02 09:55:20.000000,LIMIT,BID,3606.0,10
1872,Ag(T+D)@sg,1522634130000,2018-04-02 09:55:30.000000,LIMIT,BID,3606.0,10
1873,Ag(T+D)@sg,1522634140000,2018-04-02 09:55:40.000000,LIMIT,BID,3606.0,10
1874,Ag(T+D)@sg,1522634150000,2018-04-02 09:55:50.000000,LIMIT,BID,3606.0,10
1875,Ag(T+D)@sg,1522634160000,2018-04-02 09:56:00.000000,LIMIT,BID,3606.0,10
1876,Ag(T+D)@sg,1522634170000,2018-04-02 09:56:10.000000,LIMIT,BID,3606.0,10
1877,Ag(T+D)@sg,1522634180000,2018-04-02 09:56:20.000000,LIMIT,BID,3606.0,10
1878,Ag(T+D)@sg,1522634190000,2018-04-02 09:56:30.000000,LIMIT,BID,3606.0,10
1879,Ag(T+D)@sg,1522634200000,2018-04-02 09:56:40.000000,LIMIT,BID,3606.0,10
1880,Ag(T+D)@sg,1522634210000,2018-04-02 09:56:50.000000,LIMIT,BID,3606.0,10
1881,Ag(T+D)@sg,1522634220000,2018-04-02 09:57:00.000000,LIMIT,ASK,3607.0,10
1882,Ag(T+D)@sg,1522634230000,2018-04-02 09:57:10.000000,LIMIT,ASK,3607.0,10
1883,Ag(T+D)@sg,1522634240000,2018-04-02 09:57:20.000000,LIMIT,ASK,3607.0,10
1884,Ag(T+D)@sg,1522634250000,2018-04-02 09:57:30.000000,LIMIT,ASK,3607.0,10
1885,Ag(T+D)@sg,1522634260000,2018-04-02 09:57:40.000000,LIMIT,ASK,3607.0,10
1886,Ag(T+D)@sg,1522634270000,2018-04-02 09:57:50.000000,LIMIT,ASK,3607.0,10
1887,Ag(T+D)@sg,1522634280000,2018-04-02 09:58:00.000000,LIMIT,ASK,3607.0,10
1888,Ag(T+D)@sg,1522634290000,2018-04-02 09:58:10.000000,LIMIT,ASK,3607.0,10
1889,Ag(T+D)@sg,1522634300000,2018-04-02 09:58:20.000000,LIMIT,ASK,3607.0,10
1890,Ag(T+D)@sg,1522634310000,2018-04-02 09:58:30.000000,LIMIT,ASK,3607.0,10
1891,Ag(T+D)@sg,1522634320000,2018-04-02 09:58:40.000000,LIMIT,ASK,3607.0,10
1892,Ag(T+D)@sg,1522634330000,2018-04-02 09:58:50.000000,LIMIT,ASK,3607.0,10
1893,Ag(T+D)@sg,1522634650000,2018-04-02 10:04:10.000000,LIMIT,BID,3606.0,10
1894,Ag(T+D)@sg,1522634660000,2018-04-02 10:04:20.000000,LIMIT,BID,3606.0,10
1895,Ag(T+D)@sg,1522634670000,2018-04-02 10:04:30.000000,LIMIT,BID,3606.0,10
1896,Ag(T+D)@sg,1522634680000,2018-04-02 10:04:40.000000,LIMIT,BID,3606.0,10
1897,Ag(T+D)@sg,1522634690000,2018-04-02 10:04:50.000000,LIMIT,BID,3606.0,10
1898,Ag(T+D)@sg,1522634700000,2018-04-02 10:05:00.000000,LIMIT,BID,3606.0,10
1899,Ag(T+D)@sg,1522634710000,2018-04-02 10:05:10.000000,LIMIT,ASK,3607.0,10
1900,Ag(T+D)@sg,1522634720000,2018-04-02 10:05:20.000000,LIMIT,ASK,3607.0,10
1901,Ag(T+D)@sg,1522634730000,2018-04-02 10:05:30.000000,LIMIT,ASK,3607.0,10
1902,Ag(T+D)@sg,1522634740000,2018-04-02 10:05:40.000000,LIMIT,ASK,3607.0,10
1903,Ag(T+D)@sg,1522634750000,2018-04-02 10:05:50.000000,LIMIT,ASK,3607.0,10
1904,Ag(T+D)@sg,1522634760000,2018-04-02 10:06:00.000000,LIMIT,ASK,3607.0,10
1905,Ag(T+D)@sg,1522634770000,2018-04-02 10:06:10.000000,LIMIT,ASK,3607.0,10
1906,Ag(T+D)@sg,1522634780000,2018-04-02 10:06:20.000000,LIMIT,ASK,3607.0,10
1907,Ag(T+D)@sg,1522634790000,2018-04-02 10:06:30.000000,LIMIT,ASK,3607.0,10
1908,Ag(T+D)@sg,1522634800000,2018-04-02 10:06:40.000000,LIMIT,ASK,3607.0,10
1909,Ag(T+D)@sg,1522634810000,2018-04-02 10:06:50.000000,LIMIT,ASK,3607.0,10
1910,Ag(T+D)@sg,1522634820000,2018-04-02 10:07:00.000000,LIMIT,ASK,3607.0,10
1911,Ag(T+D)@sg,1522634830000,2018-04-02 10:07:10.000000,LIMIT,ASK,3607.0,10
1912,Ag(T+D)@sg,1522634840000,2018-04-02 10:07:20.000000,LIMIT,ASK,3607.0,10
1913,Ag(T+D)@sg,1522634850000,2018-04-02 10:07:30.000000,LIMIT,ASK,3607.0,10
1914,Ag(T+D)@sg,1522634860000,2018-04-02 10:07:40.000000,LIMIT,ASK,3607.0,10
1915,Ag(T+D)@sg,1522634870000,2018-04-02 10:07:50.000000,LIMIT,ASK,3607.0,10
1916,Ag(T+D)@sg,1522634880000,2018-04-02 10:08:00.000000,LIMIT,ASK,3607.0,10
1917,Ag(T+D)@sg,1522634890000,2018-04-02 10:08:10.000000,LIMIT,ASK,3607.0,10
1918,Ag(T+D)@sg,1522634900000,2018-04-02 10:08:20.000000,LIMIT,ASK,3607.0,10
1919,Ag(T+D)@sg,1522635135000,2018-04-02 10:12:15.000000,LIMIT,BID,3605.0,10
1920,Ag(T+D)@sg,1522635145000,2018-04-02 10:12:25.000000,LIMIT,BID,3605.0,10
1921,Ag(T+D)@sg,1522635155000,2018-04-02 10:12:35.000000,LIMIT,BID,3605.0,10
1922,Ag(T+D)@sg,1522635165000,2018-04-02 10:12:45.000000,LIMIT,BID,3605.0,10
1923,Ag(T+D)@sg,1522635175000,2018-04-02 10:12:55.000000,LIMIT,BID,3605.0,10
1924,Ag(T+D)@sg,1522635185000,2018-04-02 10:13:05.000000,LIMIT,BID,3605.0,10
1925,Ag(T+D)@sg,1522635195000,2018-04-02 10:13:15.000000,LIMIT,ASK,3606.0,10
1926,Ag(T+D)@sg,1522635205000,2018-04-02 10:13:25.000000,LIMIT,ASK,3606.0,10
1927,Ag(T+D)@sg,1522635215000,2018-04-02 10:13:35.000000,LIMIT,ASK,3606.0,10
1928,Ag(T+D)@sg,1522635225000,2018-04-02 10:13:45.000000,LIMIT,ASK,3606.0,10
1929,Ag(T+D)@sg,1522635235000,2018-04-02 10:13:55.000000,LIMIT,ASK,3606.0,10
1930,Ag(T+D)@sg,1522635245000,2018-04-02 10:14:05.000000,LIMIT,ASK,3606.0,10
1931,Ag(T+D)@sg,1522635255000,2018-04-02 10:14:15.000000,LIMIT,ASK,3606.0,10
1932,Ag(T+D)@sg,1522635265000,2018-04-02 10:14:25.000000,LIMIT,ASK,3606.0,10
1933,Ag(T+D)@sg,1522635275000,2018-04-02 10:14:35.000000,LIMIT,ASK,3606.0,10
1934,Ag(T+D)@sg,1522635285000,2018-04-02 10:14:45.000000,LIMIT,ASK,3606.0,10
1935,Ag(T+D)@sg,1522635295000,2018-04-02 10:14:55.000000,LIMIT,ASK,3606.0,10
1936,Ag(T+D)@sg,1522635315000,2018-04-02 10:15:15.000000,LIMIT,ASK,3606.0,10
1937,Ag(T+D)@sg,1522635325000,2018-04-02 10:15:25.000000,LIMIT,ASK,3606.0,10
1938,Ag(T+D)@sg,1522635335000,2018-04-02 10:15:35.000000,LIMIT,ASK,3606.0,10
1939,Ag(T+D)@sg,1522635345000,2018-04-02 10:15:45.000000,LIMIT,ASK,3606.0,10
1940,Ag(T+D)@sg,1522635360000,2018-04-02 10:16:00.000000,LIMIT,BID,3605.0,10
1941,Ag(T+D)@sg,1522635370000,2018-04-02 10:16:10.000000,LIMIT,BID,3605.0,10
1942,Ag(T+D)@sg,1522635380000,2018-04-02 10:16:20.000000,LIMIT,BID,3605.0,10
1943,Ag(T+D)@sg,1522635390000,2018-04-02 10:16:30.000000,LIMIT,BID,3605.0,10
1944,Ag(T+D)@sg,1522635400000,2018-04-02 10:16:40.000000,LIMIT,BID,3605.0,10
1945,Ag(T+D)@sg,1522635410000,2018-04-02 10:16:50.000000,LIMIT,BID,3605.0,10
1946,Ag(T+D)@sg,1522635420000,2018-04-02 10:17:00.000000,LIMIT,ASK,3606.0,10
1947,Ag(T+D)@sg,1522635430000,2018-04-02 10:17:10.000000,LIMIT,ASK,3606.0,10
1948,Ag(T+D)@sg,1522635440000,2018-04-02 10:17:20.000000,LIMIT,ASK,3606.0,10
1949,Ag(T+D)@sg,1522635450000,2018-04-02 10:17:30.000000,LIMIT,ASK,3606.0,10
1950,Ag(T+D)@sg,1522635460000,2018-04-02 10:17:40.000000,LIMIT,ASK,3606.0,10
1951,Ag(T+D)@sg,1522635470000,2018-04-02 10:17:50.000000,LIMIT,ASK,3606.0,10
1952,Ag(T+D)@sg,1522635480000,2018-04-02 10:18:00.000000,LIMIT,ASK,3606.0,10
1953,Ag(T+D)@sg,1522635500000,2018-04-02 10:18:20.000000,LIMIT,ASK,3606.0,10
1954,Ag(T+D)@sg,1522635510000,2018-04-02 10:18:30.000000,LIMIT,ASK,3606.0,10
1955,Ag(T+D)@sg,1522635520000,2018-04-02 10:18:40.000000,LIMIT,ASK,3606.0,10
1956,Ag(T+D)@sg,1522635530000,2018-04-02 10:18:50.000000,LIMIT,ASK,3606.0,10
1957,Ag(T+D)@sg,1522635540000,2018-04-02 10:19:00.000000,LIMIT,ASK,3606.0,10
1958,Ag(T+D)@sg,1522635550000,2018-04-02 10:19:10.000000,LIMIT,ASK,3606.0,10
1959,Ag(T+D)@sg,1522635560000,2018-04-02 10:19:20.000000,LIMIT,ASK,3606.0,10
1960,Ag(T+D)@sg,1522635570000,2018-04-02 10:19:30.000000,LIMIT,ASK,3606.0,10
1961,Ag(T+D)@sg,1522635580000,2018-04-02 10:19:40.000000,LIMIT,ASK,3606.0,10
1962,Ag(T+D)@sg,1522635590000,2018-04-02 10:19:50.000000,LIMIT,ASK,3606.0,10
1963,Ag(T+D)@sg,1522636110000,2018-04-02 10:28:30.000000,LIMIT,BID,3605.0,10
1964,Ag(T+D)@sg,1522636120000,2018-04-02 10:28:40.000000,LIMIT,BID,3605.0,10
1965,Ag(T+D)@sg,1522636130000,2018-04-02 10:28:50.000000,LIMIT,BID,3605.0,10
1966,Ag(T+D)@sg,1522636140000,2018-04-02 10:29:00.000000,LIMIT,BID,3605.0,10
1967,Ag(T+D)@sg,1522636150000,2018-04-02 10:29:10.000000,LIMIT,BID,3605.0,10
1968,Ag(T+D)@sg,1522636160000,2018-04-02 10:29:20.000000,LIMIT,BID,3605.0,10
1969,Ag(T+D)@sg,1522636170000,2018-04-02 10:29:30.000000,LIMIT,ASK,3606.0,10
1970,Ag(T+D)@sg,1522636180000,2018-04-02 10:29:40.000000,LIMIT,ASK,3606.0,10
1971,Ag(T+D)@sg,1522636190000,2018-04-02 10:29:50.000000,LIMIT,ASK,3606.0,10
1972,Ag(T+D)@sg,1522636200000,2018-04-02 10:30:00.000000,LIMIT,ASK,3606.0,10
1973,Ag(T+D)@sg,1522636210000,2018-04-02 10:30:10.000000,LIMIT,ASK,3606.0,10
1974,Ag(T+D)@sg,1522636220000,2018-04-02 10:30:20.000000,LIMIT,ASK,3606.0,10
