id,ts,time,dataset,group_id,market_id,order_id,order_type,order_side,price,qty,tag,inventory,split
204,1522806204000,2018-04-04 09:43:24.000000,Ag(T+D)@sg,205,16141,15228062000001,LIMIT,ASK,3602.99995,10,-,0,0
205,1522806320000,2018-04-04 09:45:20.000000,Ag(T+D)@sg,206,16164,15228063150001,LIMIT,BID,3603.00005,10,-,10,0
206,1522806779000,2018-04-04 09:52:59.000000,Ag(T+D)@sg,207,16245,15228067750001,LIMIT,BID,3603.00005,10,-,20,0
207,1522807994000,2018-04-04 10:13:14.000000,Ag(T+D)@sg,208,16404,15228079900001,LIMIT,ASK,3603.99995,10,-,10,0
208,1522808009000,2018-04-04 10:13:29.000000,Ag(T+D)@sg,209,16407,15228080050001,LIMIT,BID,3604.00005,10,-,20,0
209,1522819809000,2018-04-04 13:30:09.000000,Ag(T+D)@sg,210,17006,15228198050001,LIMIT,BID,3605.00005,10,-,30,0
210,1522819956500,2018-04-04 13:32:36.500000,Ag(T+D)@sg,211,17035,15228199550001,LIMIT,ASK,3604.99995,10,-,20,0
211,1522820161000,2018-04-04 13:36:01.000000,Ag(T+D)@sg,212,17076,15228201600001,LIMIT,ASK,3604.99995,10,-,10,0
212,1522821252000,2018-04-04 13:54:12.000000,Ag(T+D)@sg,213,17243,15228212500001,LIMIT,ASK,3606.99995,10,-,0,0
213,1522821406000,2018-04-04 13:56:46.000000,Ag(T+D)@sg,214,17274,15228214050001,LIMIT,ASK,3607.99995,10,-,-10,0
214,1522821475000,2018-04-04 13:57:55.000000,Ag(T+D)@sg,215,17287,15228214700001,LIMIT,BID,3608.00005,10,-,0,0
215,1522821486000,2018-04-04 13:58:06.000000,Ag(T+D)@sg,216,17290,15228214850001,LIMIT,BID,3608.00005,10,-,10,0
216,1522822003000,2018-04-04 14:06:43.000000,Ag(T+D)@sg,217,17391,15228220000001,LIMIT,ASK,3606.99995,10,-,0,0
217,1522822878000,2018-04-04 14:21:18.000000,Ag(T+D)@sg,218,17490,15228228750001,LIMIT,ASK,3606.99995,10,-,-10,0
218,1522823040005,2018-04-04 14:24:00.005000,Ag(T+D)@sg,219,17523,15228230400001,MARKET,BID,3607.00005,10,-,0,0
219,1522825031000,2018-04-04 14:57:11.000000,Ag(T+D)@sg,220,17688,15228250300001,LIMIT,ASK,3605.99995,10,-,-10,0
220,1522825305005,2018-04-04 15:01:45.005000,Ag(T+D)@sg,221,17743,15228253050001,MARKET,BID,3607.00005,10,-,0,0
221,1522826556000,2018-04-04 15:22:36.000000,Ag(T+D)@sg,222,17920,15228265550001,LIMIT,ASK,3606.99995,10,-,-10,0
