dataset,is_reporting,currency,mm_total_revenue,floating_pnl,realized_pnl,mm_annualized_return,max_pnl_timepoint,mm_maximum_retracement_value,mm_maximum_retracement_time,max_draw_down_start_time,max_draw_down_end_time,mm_return_retracement_ratio,transaction_order_rate,total_volume,average_volume,total_transactions,average_transactions,transaction_success_rate,best_order_rate,submit_orders_times,submit_orders_volume,avg_bar_volume,mm_historical_average_holding,mm_historical_average_holding_time,long_max,long_max_timestamp,short_max,short_max_timestamp
Ag(T+D)@sg,0,,2725.061299,-14.824701,2739.886,49067.970497,1522690165000,2086.031368,19285000,1522631180000,1522650465000,1.306338,0.025104,2290,0.330402,222,0.03,0.024355,1.0,18230,182440.0,26.322636,72.162162,828673.59375,460,1522411472000,-50080,1522826915000
